Sentiment,target_encoded,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
Positive,1,24,620,405,1098,48,2,139,794,10,684,19,29,39,94,371,2,221,1697,81,77,285,14,560,9,464,42,11,438
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,157,1594,1023,73,21,10,5814
Positive,1,462,399,38,264,14,362,2587,16,54,375,4,1614,5129,330,2,792,1684,50,2670,39,5572,165,81,77,47,77,714,1207
Negative,0,14,46,472,2,570,324,44,67,2788,662,10,1,313,4,1162,6,742,13,12,190,31,8479,14,1164,455,8,5,7
Positive,1,3,3,2024,91,14,38,9385,905,2956,9951,1819,2903,3,41,335,801,15,861,8543,19,133,5534,5602,4,7637,8,5,7
Positive,1,0,0,0,0,0,0,0,0,0,0,0,70,226,26,11,3983,1976,18,1633,14,100,152,213,116,28,130,56,57
Negative,0,0,0,0,0,1961,2180,1,3487,183,2,347,1193,36,200,718,97,23,24,34,63,1,11,157,543,8379,8,5,7
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,60,2,2743,165,81,77,303,2,41,14,20,1409,1453,664,12,12
Negative,0,1,11,157,1989,73,15,2976,52,2499,875,16,720,1,7,2834,6,93,999,262,5434,6,147,5435,63,1,13,12,96
Negative,0,880,829,14,179,998,158,191,285,101,1010,729,47,551,745,272,3,3,2922,2,31,2081,22,146,78,2922,215,331,62
Positive,1,2556,2895,47,55,128,2114,50,588,10,340,91,132,50,17,134,69,91,2,8544,17,2,9,13,12,191,2127,119,100
Positive,1,1886,835,8023,4,582,44,477,532,1062,3567,7874,4,11042,10472,4,7875,51,104,14,17,22,1500,23,70,1414,74,2,256
Positive,1,735,249,738,16,1878,63,1,11,67,52,2330,9,25,518,15,9375,106,16,1,1333,2,133,8,5,7,11,108,42
Positive,1,235,15,417,2,215,31,1940,6,52,2794,4,69,50,17,163,26,34,16,9122,3,308,13,12,42,11,135,10473,1468
Negative,0,1,599,346,80,1434,19,1157,58,48,6,346,70,1953,9,896,6,432,148,139,408,151,1850,277,6,21,13,12,3099
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,889,2168,39,2,84,2,1,27,50,87,15,55,6304,269,11
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,10474,839,114,4678,61,90,10,9,27,63,9,11,67,305
Positive,1,0,0,1089,6,4414,4,4353,4986,7244,2101,3879,1453,14,4353,241,1373,81,77,63,42,11,3037,716,1202,3,8,5,7
Negative,0,9,152,171,157,1625,513,1899,6,9,1456,10,9,619,152,464,678,40,421,1366,53,268,538,8,5,7,8,5,7
Negative,0,2198,2,173,4,653,61,1634,1,174,71,380,1,140,719,14,121,136,524,1511,10,3193,8,5,7,11,121,1577,42
Positive,1,14,11,4,124,162,23,2108,14,55,840,3,162,1028,17,117,1,687,14,1313,154,47,17,164,3,7154,8,5,7
Negative,0,21,996,1975,1204,16,2961,393,2,31,2916,4,107,874,87,40,31,248,14,74,37,50,28,99,381,3,8,5,7
Negative,0,58,1070,655,94,798,214,7153,4220,2,123,9752,4726,24,3379,9386,1058,3,6851,234,126,320,2,221,9,5288,3,13,12
Negative,0,36,746,1693,6,4,974,6,37,27,15,702,53,5361,53,20,358,190,84,48,6,603,92,130,20,1383,10082,6837,10475
Positive,1,740,4031,3,19,857,7365,7353,22,1500,23,3,3,2102,128,22,1,78,495,1414,3,3,308,1052,13,12,8,5,7
Negative,0,6,11,334,4,347,20,1725,24,474,4,267,2,281,477,4,257,36,334,336,696,143,884,579,46,275,18,8488,31
Positive,1,655,431,15,14,1271,21,234,39,1627,6,964,52,18,1,102,81,201,767,2,132,234,39,4231,6,479,4,29,86
Positive,1,874,131,4,169,1571,26,88,1,863,36,27,1253,124,30,45,1602,2,3495,105,87,15,54,110,248,21,10,1,254
Positive,1,210,891,35,177,10,20,13,12,289,1398,1,254,47,15,20,376,6,9,1698,3002,312,787,3295,1415,3248,5265,397,3146
Negative,0,10,97,23,619,147,5170,3215,454,3585,642,1296,14,350,299,369,1803,1232,10,97,154,14,54,1039,955,106,8,5,7
Positive,1,12,14,677,182,4,176,127,26,622,251,40,31,2105,158,255,24,9,644,6,152,176,10,350,25,22,146,93,5
Negative,0,3,3,19,24,41,1835,34,10,21,275,52,1,73,14,43,275,40,31,58,205,565,28,49,251,422,162,581,5612
Positive,1,21,73,28,40,370,2,519,37,43,182,4,136,300,547,37,1497,929,2801,10,1054,2,13,12,3,711,8,5,7
Negative,0,206,15,37,1,227,45,326,36,304,23,4,304,3690,206,15,33,377,1908,1347,6,468,247,2,1,1797,11,13,12
Negative,0,3583,1932,51,686,1099,2,2883,1,23,6,1078,1358,2,133,749,280,2533,50,45,1174,3,3,4925,11,42,8,5,7
Negative,0,1296,10,660,440,788,2255,35,921,23,753,1084,14,105,1673,40,526,119,2542,35,244,23,40,526,14,1275,8,5,7
Positive,1,133,212,6,350,102,498,4,1344,203,1554,21,177,369,1,879,5759,40,31,751,269,455,633,10,20,381,8,5,7
Negative,0,7860,4,1217,463,982,20,1586,19,80,607,2,65,21,35,2016,620,177,103,111,142,4,2040,178,87,88,15,55,575
Positive,1,0,0,0,0,0,0,0,0,0,0,0,70,4080,871,366,90,2152,793,6,575,22,1,32,25,13,12,1105,11
Negative,0,0,0,0,0,0,0,0,0,0,0,0,7108,321,1145,6197,2,25,4402,109,13,12,8,5,7,6496,121,13,12
Negative,0,314,523,496,212,72,128,353,1,4310,6,27,115,455,78,2,10477,1364,344,2,74,30,9,885,11,3,8,5,7
Positive,1,492,9,230,4,1224,6,81,77,16,1239,52,34,16,156,4,485,16,251,706,1931,10,64,9,171,13,12,11,5207
Negative,0,0,0,0,1,27,51,55,128,869,391,58,19,326,36,1254,1038,4,4046,3,3,1900,13,12,105,4002,8,5,7
Negative,0,498,6,122,119,78,1561,3819,782,9,4869,1503,6,800,189,40,10186,35,3,1467,68,100,3442,100,33,3,8,5,7
Negative,0,22,1,32,25,20,625,500,9,1427,277,6,32,4,236,214,293,276,48,1105,13,12,34,16,89,561,3099,1,48
Positive,1,9271,703,151,2,357,59,3444,5367,58,45,7807,44,24,88,27,66,1757,2,2024,2542,6,59,182,63,1,13,12,67
Negative,0,223,1740,44,2,65,10,429,388,1,2639,52,19,265,222,4,87,16,3971,4,599,445,48,106,3119,502,147,39,331
Positive,1,0,0,0,3086,510,651,1356,1181,80,3147,48,36,9,8159,27,14,2305,2,165,81,77,11,8,5,7,8,5,7
Positive,1,323,19,2039,113,13,12,912,28,37,65,537,21,186,37,1,458,76,62,2261,635,48,71,82,218,1773,13,12,7226
Positive,1,1,25,4,658,44,86,2209,9189,36,14,2431,4,4804,105,22,43,179,1,1288,1931,22,210,1210,507,4497,8,5,7
Positive,1,0,0,0,0,0,0,0,510,1181,3147,48,6,27,14,2305,2,165,81,77,10,2887,3,11,2887,1593,8,5,7
Negative,0,5670,10,1444,217,1643,104,34,10,188,1109,209,6,1641,13,12,37,1,21,2985,22,85,972,188,165,50,475,10,3824
Positive,1,38,264,2662,47,165,81,77,1102,158,255,4,107,85,58,20,140,986,173,147,39,26,331,3,11,42,494,13,12
Negative,0,53,4051,9810,10,1,32,25,148,8345,53,34,10,290,160,10286,378,14,103,111,4,2013,21,540,11,308,13,12,2824
Positive,1,70,1,402,122,9,462,484,10,1,402,19,232,145,11117,6,27,484,285,126,48,87,228,3,11,242,8,5,7
Negative,0,0,6687,2004,113,11,2128,6,3779,40,31,391,3835,3110,1303,840,34,16,375,37,5233,6,178,30,9,77,522,10,10372
Positive,1,33,639,47,2168,2,361,1,333,148,17,169,18,283,17,49,123,9,3822,453,24,9,587,218,165,7339,8,5,7
Positive,1,934,18,13,12,69,71,2,582,1,2112,24,49,17,1440,13,12,36,1811,60,116,28,3695,22,1,27,8391,5,7
Negative,0,225,1153,26,575,4,3125,1101,16,9356,10,2,370,907,2,435,1,220,73,14,575,388,639,2639,8,5,7,11,42
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1856,891,15,2840,2,221,110,103,111,4,81,77,11
Positive,1,511,18,59,1089,760,6185,3,3,50,17,787,2,169,92,315,1086,2,129,50,1,25,15,251,3,3,159,17,11
Negative,0,6,769,4355,722,1,1473,15,691,24,104,34,932,820,682,10,27,3181,18,21,66,80,1781,100,213,982,10,318,25
Positive,1,0,0,0,0,0,0,5948,23,10,1,240,16,3874,2,270,53,664,10,6568,305,36,11063,1397,641,1,13,12,161
Positive,1,0,0,0,0,0,41,11,2431,787,1184,1,387,6,1,464,2924,1680,9191,1623,11,2675,1885,13,12,816,8,5,7
Negative,0,2,1266,18,477,53,320,2,4240,679,5981,47,14,293,8545,3,3,14,54,452,92,84,2,8,5,7,8,5,7
Negative,0,35,1164,1098,85,165,817,4,217,113,3188,372,3,49,28,4359,5178,2,133,144,85,4,5043,27,21,738,14,402,144
Positive,1,1697,714,122,635,48,22,32,25,95,100,13,12,663,29,553,3980,100,35,45,68,100,874,131,20,972,1,1214,3386
Negative,0,2,574,24,46,3235,794,837,4,544,8,5,7,162,39,89,2,79,2,84,1063,24,2548,938,2579,14,1,318,458
Negative,0,0,0,0,0,0,0,0,0,718,97,23,512,2,554,30,13,12,3585,36,97,396,1182,8,5,7,8,5,7
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,2690,7,7571,10478,3,1129,6,103,111,77,4,970,1118,11,238,9387
Positive,1,121,335,2,42,2323,10,8,5,7,3,13,5697,11,121,2323,1730,32,6982,13,12,27,1577,8,5,7,8,5,7
Positive,1,0,0,0,215,3952,60,2671,9,27,300,10,1482,1159,14,1,11,19,348,33,40,31,9,2244,14,257,8,5,7
Positive,1,0,0,0,0,0,0,0,0,0,0,0,767,4,5129,1257,5195,140,179,7825,33,653,17,500,33,22,9,205,154
Negative,0,13,12,189,15,376,6,1,840,138,28,5189,2,6246,187,57,32,56,19,29,1120,36,102,1362,663,56,15,694,62
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,130,187,33,8,5,7
Negative,0,717,6,693,1718,185,225,1400,70,29,2,278,86,247,194,1082,9,282,2587,954,989,44,2,243,14,1,1047,13,12
Positive,1,0,0,0,0,0,0,0,0,0,0,1,13,12,1549,40,84,131,10,2132,30,1,1549,26,326,27,72,150,584
Positive,1,1,4650,45,29,2,224,52,402,1297,620,4,27,144,16,1,105,394,274,250,1024,13,584,2580,250,10479,8,5,7
Positive,1,895,23,109,1,3297,121,154,11,4509,5436,131,139,133,1939,4,373,57,206,16,104,1996,2,379,14,822,8,5,7
Positive,1,5105,2524,10,18,350,102,5105,5821,558,257,8909,90,592,36,9,442,66,51,9,85,3331,498,6,9,3021,3,13,12
Negative,0,0,0,0,0,0,0,0,0,0,0,61,90,1463,190,570,174,21,1365,3885,8,5,7,3885,11,21,8,5,7
Positive,1,0,0,0,0,201,9,941,2,446,753,23,148,28,3563,8106,95,2,13,12,52,201,126,279,2,2691,8,5,7
Negative,0,103,728,1271,21,432,1666,4253,399,4532,2161,17,16,10267,506,4,2,125,34,6228,169,144,5983,730,11,13,12,426,3261
Positive,1,1407,999,64,60,86,1992,602,16,5234,2,309,435,46,296,63,1,11,96,226,33,10,2270,4,106,8,5,7,828
Negative,0,0,0,0,0,0,1090,6,478,18,158,597,47,607,2945,2,2945,221,33,1327,2168,2,76,44,18,21,47,3064,12
Negative,0,394,91,1934,18,258,420,4,1,1258,70,2110,26,5332,18,1538,2076,395,204,119,100,6,34,1294,131,59,1219,565,85
Positive,1,396,1525,469,342,4,97,23,3306,1086,6,947,1065,2089,982,124,4741,900,18,1300,771,2,99,24,4997,2,2020,338,2652
Positive,1,16,1339,348,2560,49,79,567,1,3900,887,801,902,106,2,191,17,3,3,3134,11,2812,11,42,4519,5136,8,5,7
Positive,1,949,425,20,15,9,5984,10,1,224,2,1,356,34,26,29,2,99,394,274,133,508,6,13,12,108,8,5,7
Negative,0,184,62,298,445,4,1676,1311,10,9,2599,2,76,44,18,21,4,2365,45,134,1916,18,1311,468,8,5,7,2625,636
Negative,0,6,1749,2,1148,102,235,140,7876,29,4565,10,3023,733,9712,1,184,3429,47,209,747,14,20,609,15,598,8,5,7
Positive,1,0,0,0,149,1754,4,193,407,48,787,53,10,936,6,108,37,1,279,14,5,1027,132,1,23,4,128,401,3293
Negative,0,0,0,0,0,0,0,0,0,0,0,0,11,1861,398,2,2117,23,24,4902,10023,8,5,7,398,11,8,5,7
Negative,0,2259,14,190,224,707,5288,961,18,4644,136,30,769,16,9388,24,1700,18,720,7550,23,4,1,1242,6,86,7550,6060,4158
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,832,663,13,594,438,8,5,7
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,344,452,14,153,57,56,373,13,12,3,3,8,5,7,143,9389
Positive,1,0,44,18,38,9390,433,2036,564,1889,9391,35,7077,9382,784,11079,302,279,6005,35,8,5,7,11,1900,77,10264,3652,238
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5815,2724,405,275,307,1,240,2413,176,256,1488,321,63,1
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1687,5964,1019,27,11,8,5,7,8,5,7
Negative,0,564,33,4615,2,3982,1145,325,2,3763,396,35,136,6,693,815,3842,154,4346,603,46,35,263,544,2567,35,10481,2698,2222
Negative,0,260,6,2013,21,14,41,2013,192,854,464,2,202,1184,41,259,243,52,101,6,20,13,12,34,3792,223,61,90,2920
Positive,1,10,7485,2828,225,33,151,2,2602,385,178,793,222,74,1865,327,101,9,625,151,1934,14,537,321,18,4437,8,5,7
Negative,0,1,173,6,11,28,315,2450,3643,4,1676,2,567,74,10,20,289,280,1,42,67,3,3,6315,3,9713,8,5,7
Negative,0,0,0,0,0,0,0,0,0,0,0,60,15,1,1161,245,33,639,14,1,2,401,245,81,77,63,1,96,1511
Positive,1,0,0,0,0,0,0,0,0,1764,4746,1264,2692,777,6,97,1702,244,180,200,23,4,1,11,8,5,7,143,11
Negative,0,11,2207,10,6251,34,249,2,769,2282,3,10,485,4672,73,3801,498,6,7610,764,7098,8,5,7,235,3,42,3,1917
Positive,1,166,34,532,3630,224,4162,10,233,69,22,1,32,25,52,158,255,4,81,951,16,145,344,1099,434,54,64,224,5883
Positive,1,10,9,1658,10,23,14,125,1416,14,125,66,68,98,14,1,1623,2469,26,225,206,125,1416,3167,1891,10,13,12,45
Negative,0,2,874,131,47,33,1141,31,1,27,3715,26,792,54,110,13,12,28,126,219,1114,157,2,291,26,88,1,356,1523
Positive,1,10,1,240,560,4612,3335,10,342,30,1,772,4281,2,4089,3952,46,4042,905,222,11,36,2019,8,5,7,8,5,7
Positive,1,40,31,371,39,114,2,1801,43,81,52,43,1811,5045,28,84,20,416,79,50,278,22,1,2906,4,8517,6,146,8546
Negative,0,0,0,0,1,394,481,10,1,1517,280,108,6503,517,1286,359,1,2210,68,14,843,4,39,70,10,831,8,5,7
Negative,0,0,0,5680,2031,134,9880,9,1658,10,73,14,21,4,172,186,307,4806,253,1,2089,6,1,260,13,12,368,3,11
Negative,0,15,1069,64,60,586,502,15,30,86,2288,6,82,2899,22,9,406,69,89,4,3200,139,22,1,27,70,2,9215,33
Positive,1,935,59,8836,1,8707,21,4266,51,82,1227,1512,1772,2,2055,35,9,4,2,120,74,153,8,5,7,5873,8,5,7
Positive,1,4,598,212,1265,22,2271,3,19,134,3576,26,20,15,9,105,140,4,493,2006,64,33,10,356,78,3,8,5,7
Negative,0,73,14,575,178,51,3933,106,8412,9158,811,6,1,605,1014,1,2746,14,1,575,4,4756,325,8,5,7,8,5,7
Negative,0,24,1,3368,270,10,23,6,321,35,272,3,3,24,13,12,4,742,15,6884,305,40,31,229,4,639,2760,4,9935
Positive,1,0,0,3841,1125,5321,5034,22,2908,23,677,35,24,152,5034,279,4376,168,11198,3,2270,1256,2004,7151,13,12,8,5,7
Positive,1,14,91,162,39,14,139,810,58,162,2091,2,129,60,102,246,16,439,59,2169,10,731,46,5386,180,42,8,5,7
Negative,0,28,49,603,13,12,916,53,8015,8016,158,255,5431,4,1088,5432,21,329,61,107,22,85,4,107,4603,28,1615,2,962
Negative,0,0,0,0,0,0,0,0,0,0,206,40,1,197,11,3625,48,133,346,1,32,25,47,1,530,6679,8,5,7
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950,1426,81,77,1486,2,79,24,11,289,8,5,7
Negative,0,70,1083,1,732,131,3,3,71,1251,83,234,10,1,27,14,405,24,1256,257,66,16,87,14,1,318,3,3,11
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,847,6,864,705,56,901,8,5,7
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,425,2273,23,363,95,2,13,12,4,2074,1489,8,5,7
Positive,1,10,5358,1507,333,26,80,3345,2,31,4827,37,62,686,2,112,21,345,511,18,4175,911,175,14,949,2,79,949,317
Negative,0,0,0,0,0,0,0,0,0,0,4766,4568,77,81,9225,6074,928,792,2582,1937,473,14,1919,44,2,893,6,2582,1684
Positive,1,0,0,1863,5127,2189,168,15,529,2,129,9,1235,154,4723,14,1,197,78,10,9,4385,30,11,5034,3,8,5,7
Negative,0,0,0,0,0,0,0,0,0,17,638,64,89,2,1,27,63,11,253,2811,1908,22,216,32,128,455,8,5,7
Positive,1,0,0,0,0,0,272,5096,36,3338,157,1250,21,4,420,136,2632,76,2830,4,85,128,6,316,4,21,8,5,7
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976,88,760,6105,5950,160,4,81,77
Negative,0,0,0,0,0,0,0,0,0,0,87,15,751,6,21,103,111,4,794,405,14,1275,17,61,90,506,4937,11,42
Negative,0,110,586,3,3,204,818,13,12,4,1,183,600,139,2,107,85,52,17,3,3,17,45,256,2,99,1177,588,172
Positive,1,88,2134,275,3506,4,102,121,178,370,2,31,326,269,14,717,92,518,1,2134,25,2,65,3506,1125,177,4,102,178
Negative,0,0,0,9392,11,67,3589,14,37,91,375,2867,1770,83,316,16,924,42,135,208,449,2848,7398,9005,6679,1520,8,5,7
Positive,1,218,18,60,28,1321,43,176,58,10,1,695,705,28,326,1,1754,2,977,5043,794,1718,290,177,4,102,205,73,178
Positive,1,14,13,12,15,5001,2,1164,24,6370,69,6688,14,189,1,1416,16,3411,2,31,1041,33,15,1246,3255,4,1015,44,23
Negative,0,2352,412,1834,137,2,1794,35,2835,220,73,14,1075,3,7549,96,21,15,9,229,693,781,637,8391,5,7,8,5,7
Negative,0,2,549,193,141,83,28,263,1088,310,177,261,1709,86,452,18,71,2,265,14,83,17,263,948,44,14,1,239,7625
Negative,0,2,1881,27,130,2286,38,1687,201,39,499,28,40,1465,18,156,642,3448,741,52,50,87,15,418,391,14,74,204,11
Positive,1,128,869,31,1883,14,125,1028,36,298,1183,47,125,24,366,10,333,24,13,12,1928,17,49,126,84,2,273,159,17
Negative,0,0,0,0,0,0,23,5862,30,1999,2705,26,1,174,88,927,1101,6,718,40,1188,2,421,1413,30,1,67,7389,73
Negative,0,2260,20,15,2893,4,20,296,2,31,2646,422,162,344,2,31,153,36,1,13,12,52,164,61,26,40,65,74,2923
Negative,0,0,0,0,0,0,0,0,35,28,29,751,6,21,35,2170,183,2180,874,180,67,61,90,8,5,7,13,12,11
Positive,1,28,614,922,17,43,402,15,499,53,4201,159,5216,402,35,2406,462,72,27,72,128,353,1,461,15,4173,159,17,37
Positive,1,45,5,1,279,627,215,284,408,1120,20,64,56,918,945,10,112,111,225,54,7195,1,309,1329,1030,3110,83,89,48
Positive,1,160,3967,295,81,77,1752,1224,35,28,16,10,1,1650,6,3720,100,2670,2044,14,43,176,3,8547,11,42,8,5,7
Negative,0,78,510,1127,214,27,2,640,115,195,80,228,1056,58,5026,33,131,1213,141,3361,265,71,1479,15,391,11,8,5,7
Negative,0,0,0,0,0,0,0,0,57,56,51,2974,44,10,9393,180,673,6,1,11,1,419,1309,18,1678,3,8,5,7
Positive,1,0,0,1,218,6,13,12,15,2248,37,1,175,2,1,244,3556,30,23,22,1,2612,16,931,2,512,8,5,7
Negative,0,4,596,16,6179,2255,13,12,155,1092,2,779,202,7058,634,10,1,5985,168,3832,3916,21,3340,4,395,4537,18,6,3215
Negative,0,0,0,0,0,0,898,39,31,8064,249,55,2,287,287,11,235,27,4180,2384,479,212,4238,8,5,7,8,5,7
Negative,0,87,16,55,869,14,1203,57,56,269,436,1,387,6,3164,19,232,660,14,1868,242,11,20,1029,423,2,9,105,958
Negative,0,71,64,670,3054,121,26,16,126,251,4,155,29,9,903,9279,34,10,1,25,137,10,4,137,48,116,28,31,638
Negative,0,33,80,501,130,37,137,599,445,383,10,556,2648,2286,59,2416,69,87,80,55,746,71,1586,2,502,326,91,58,2558
Positive,1,221,9,912,14,11,47,76,43,32,127,47,945,74,47,570,1,2981,1588,43,177,124,10483,14,149,305,8,5,7
Negative,0,11,15,7553,74,15,26,1,237,83,1,1576,46,15,10,8548,1,1495,16,757,14,183,488,101,1,1576,3363,15,607
Positive,1,193,311,940,9394,219,9,1214,4,82,138,39,658,44,1,1356,782,1607,4,123,33,9,11,3,1773,3,8,5,7
Positive,1,146,1244,10,1,443,2,31,4973,2,1,2502,58,27,4500,203,212,64,660,384,101,45,203,212,14,59,167,59,10188
Positive,1,2444,23,44,15,149,14,9,282,213,39,430,4,185,252,26,1424,478,69,1433,3777,3,3,71,9,2790,2447,13,12
Negative,0,0,97,23,1466,14,9,3009,2514,124,30,4,158,1463,4161,53,11,1,1959,14,4309,3,108,1160,3,3,8,5,7
Positive,1,2,4896,1,142,6,147,1456,33,145,900,18,1,233,2,7400,1,778,428,2,281,652,36,216,1,883,8,5,7
Negative,0,13,12,84,210,9,844,222,1,4024,1474,1411,2013,548,8406,3296,57,56,973,2,1819,620,315,1411,474,1474,1411,2013,422
Negative,0,0,0,0,0,0,0,106,88,86,1453,2,79,17,3208,71,2,75,50,17,263,798,2,357,38,121,25,95,2
Negative,0,0,0,1,1163,23,29,94,629,9,1235,512,95,2,1,96,6652,113,1,11,161,307,1,254,3,3,3910,13,12
Positive,1,120,4443,4,293,2104,222,68,39,61,486,21,2016,8877,5129,47,10329,330,4228,14,4049,142,4,125,66,16,1631,2516,527
Positive,1,17,16,2053,10,2006,64,23,4,168,634,47,29,9,909,28,16,106,14,17,1414,47,315,91,22,10932,8,5,7
Negative,0,1299,237,10,4453,2,5540,1779,650,52,1540,97,23,4,13,12,4668,2,3228,1,4421,338,7363,8,5,7,8,5,7
Positive,1,0,0,0,0,0,0,645,1,1386,6,1,11,1180,2325,4318,963,23,2126,3796,10,301,47,141,304,4965,8,5,7
Positive,1,905,26,1501,286,16,456,4444,19,134,297,909,98,4,1501,286,45,29,114,43,279,22,1421,11,1105,1613,8,5,7
Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,310,4560,4758,2,610,27,1395,8,5,7,8,5,7
Positive,1,0,0,0,0,0,0,0,0,72,1940,4,445,1940,14,98,14,149,840,20,15,3702,4,33,1475,5,31,1,202
Positive,1,1613,51,94,1623,2,791,2381,4370,2,117,316,57,63,1,11,67,20,453,40,218,1327,152,630,5695,3,8,5,7
Positive,1,10156,57,22,279,23,10,454,18,3017,179,1125,631,18,128,279,1110,3,3,955,106,8,5,7,3,3017,1110,13,12
Negative,0,466,10,9737,109,11,4,249,33,15,2,154,2973,645,1502,23,6,86,186,29,2108,226,54,106,352,352,8,5,7
Negative,0,2729,2227,960,17,16,89,2,243,188,395,20,15,71,19,490,14,6010,3,3,13,12,3,1052,3,1105,8,5,7
Positive,1,0,9099,15,9,193,2477,10,1,771,35,2834,6,9,1399,2142,2693,848,35,2768,2368,2692,1,218,18,324,1593,97,23
Negative,0,15,743,14,528,749,2,79,8196,214,20,96,55,93,116,31,391,871,608,3,3,3,3,8,5,7,8,5,7
Positive,1,16,371,2,894,4039,2,43,2406,2,79,4558,98,2,217,54,605,106,8,5,7,2406,7245,56,27,11,8,5,7
Negative,0,0,0,0,0,0,0,0,0,0,13,12,952,200,244,23,278,384,1143,3802,22,209,10,8,5,7,8,5,7
Positive,1,0,0,0,0,0,0,0,0,0,854,442,24,103,111,4758,682,24,81,77,14,149,582,1288,3,3,11,13,12
Negative,0,0,0,0,0,0,0,21,128,353,16,10,205,73,180,1,107,22,85,256,52,62,87,15,9,7878,5036,353,1843
Positive,1,57,56,132,26,38,9924,9964,267,15,106,14,17,129,37,6,43,3950,142,428,35,10484,272,8,5,7,8,5,7
Positive,1,382,5487,428,5071,3,898,3563,1,5487,428,4,120,7034,14,1,279,107,153,3,3,711,13,12,11,6586,8,5,7
Positive,1,19,407,1755,9,427,1288,29,9,427,2078,498,6,9,3783,3,3,32,25,415,3,3,11,42,816,3364,8,5,7
Positive,1,46,535,51,2940,189,62,1266,54,18,1,46,4,59,68,14,293,212,36,1,2223,6,59,85,3,3,855,13,12
Negative,0,2,243,194,59,46,1823,18,78,63,11,161,24,146,4195,3160,1724,364,15,2419,9,10243,18,60,2,125,1823,50,778
Positive,1,162,4600,35,1500,18,9,220,958,4130,35,811,3976,2,18,43,1247,702,1092,42,1447,6316,54,8,5,7,8,5,7
Negative,0,46,45,114,132,74,30,271,2727,5821,189,2315,16,8085,4,1928,59,99,9,3624,3,4,266,3456,14,113,8,5,7
Negative,0,549,395,1844,4,1648,1,541,3189,780,982,31,30,193,30,495,61,40,65,17,2240,110,1,9148,30,449,30,26,15
Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,375,1,81,77,1,184,175
Positive,1,251,2,1362,34,4,59,445,63,13,12,157,276,48,20,112,1407,189,3048,112,246,66,16,1306,537,21,1634,761,2818
Positive,1,34,2,133,508,6,200,23,455,3,28,2440,1188,54,315,74,2,123,1025,6,1,168,3,8,5,7,8,5,7
Positive,1,209,1,140,15,18,33,214,366,1001,150,59,81,204,1494,9,2926,902,138,951,264,15,58,344,13,12,8,5,7
Positive,1,3683,475,2684,26,5863,530,144,4,197,956,16,10,4617,68,6,125,177,58,1226,83,17,276,38,881,24,38,295,18
Negative,0,1593,1947,53,1,770,48,6,3202,50,3411,2,1231,13,12,20,40,129,2277,6,23,14,1,770,10,4137,6,1,174
Positive,1,9,2224,3,33,40,823,244,23,3,71,16,28,3,5765,11132,3,3,583,15,6910,3,11,3,1961,3,3,3,2763
Positive,1,72,5737,3460,2,1,112,32,25,72,303,36,1,1907,6,41,1421,17,16,1,356,584,6,1445,11,108,235,13,12
Positive,1,14,405,69,103,111,661,756,4451,420,647,146,558,6,537,575,2563,35,1078,3,608,2651,3,2688,2242,10168,8,5,7
Positive,1,268,2336,50,19,401,375,33,30,4487,204,1400,31,10,9,3775,6,187,58,113,268,2336,4,40,31,1080,14,33,242
Negative,0,9,250,88,21,364,2,79,24,1,1658,10,73,95,2,1,67,1531,283,72,1353,16,10486,14,1789,243,4,1195,2246
Negative,0,0,0,0,0,0,0,0,0,0,0,0,55,68,2,61,4,1036,1386,1040,409,6,21,177,4,316,3152,540,11
Negative,0,140,47,55,140,34,16,216,10487,10,1,27,4,102,829,201,70,9,1272,6,78,196,2997,158,3649,4281,2,189,40
Positive,1,22,85,4,29,934,69,49,17,65,13,12,36,21,116,19,76,44,15,33,153,2,549,48,434,54,8,5,7
Negative,0,1919,1971,35,28,29,33,3,8,5,7,2,84,315,243,3136,44,35,84,3,8,5,7,3,1863,11,8,5,7
Negative,0,1959,14,46,56,2334,4,183,943,447,2,13,12,87,15,82,8113,1966,2317,6,961,6555,14,197,3069,424,8,5,7
Positive,1,0,0,0,0,0,0,0,0,0,0,1,11,49,62,332,17,6181,135,287,15,62,2952,793,33,1095,8,5,7
